year,tmID,confID,rank,playoff,firstRound,semis,finals,prev_win_pct,made_playoffs,prev_coach_win_pct,PrevPerformance,PrevOffPerformance,PrevDefPerformance,Performance_weighted_2yr,OffPerformance_weighted_2yr,DefPerformance_weighted_2yr,Performance_weighted_3yr,OffPerformance_weighted_3yr,DefPerformance_weighted_3yr,Performance_weighted_4yr,OffPerformance_weighted_4yr,DefPerformance_weighted_4yr
5,MIN,1,3.0,1,0,0,0,0.5294117647058824,1.0,0.5294117647058824,-1.6919467581950407,-1.5336661484617005,-2.041784303826535,-1.5629889563167003,-1.4482741954714067,-1.9052364441506007,-1.2618249468287372,-1.1565359752546738,-1.5824925152989855,-1.2231404166139035,-1.078845277950483,-1.5217517248353214
6,MIN,1,6.0,0,0,0,0,0.5294117647058824,1.0,0.5294117647058824,-1.055499826527118,-0.9230490082395285,-1.2108238078368925,-1.5577330648328032,-1.401021683961753,-1.6024373846257376,-0.8107238705745632,-0.5562699828176935,-1.1245933772975594,-0.6772196919248081,-0.4568107353407468,-1.0047582454769943
7,MIN,1,7.0,0,0,0,0,0.4117647058823529,0.0,0.49019607843137253,-0.6224998976323485,-0.8781166405732643,-0.19396585749072692,-0.4781118782788622,-0.7016605189042782,-0.19412833528381385,-1.4886828241068186,-1.6145724158597903,-1.2242441914327513,-1.4995631432327214,-1.6282273666111424,-1.2590422101106191
8,MIN,1,6.0,0,0,0,0,0.29411764705882354,0.0,0.0,-1.4582906761802314,-0.9698802275652101,-1.9783242372657766,-1.9310638153095308,-1.8551615731628364,-1.868462529276201,-1.5044997402298463,-1.490772524930607,-1.3865666905407419,-1.690306584304084,-1.6809852832666838,-1.598267460346343
9,MIN,1,7.0,0,0,0,0,0.29411764705882354,0.0,0.29411764705882354,-1.2059623302775995,-1.0725096324687782,-1.2609592721861644,-1.8972353906286055,-1.9202618136069582,-1.6548175829104244,-2.090611579915102,-2.2642524589375586,-1.7401820069203167,-1.81430728792858,-1.9137811925959056,-1.5611840242307777
10,MIN,1,5.0,0,0,0,0,0.47058823529411764,0.0,0.0,-1.0486892989188112,-0.8173093193653886,-0.9296271266154222,-2.49953855000129,-2.2868313611535203,-2.4579059520142006,-1.8848518550922677,-1.6067440341554848,-2.0239053962039026,-2.160319505022092,-2.2188111608409247,-1.9625968518454202
11,MIN,1,,0,0,0,0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,NYL,0,1.0,1,1,1,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,NYL,0,2.0,1,1,0,0,0.625,1.0,0.625,-0.09209051331138869,-0.10976817585605109,-0.03055727380020596,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,NYL,0,1.0,1,1,1,0,0.65625,1.0,0.640625,1.6315586453099447,1.9028298498845928,0.7640298232484521,1.8068267158035825,1.8692822371172269,1.4395416724345047,-1.2097759265340318,-1.1925403099537442,-1.1015304912262605,0.0,0.0,0.0
4,NYL,0,6.0,0,0,0,0,0.5625,1.0,0.6145833333333334,-0.011228875064328583,0.11702981114672972,-0.2872757827649227,-0.46153144910325244,-0.26551150727374145,-0.8127166778810249,0.480461656301993,0.6727283355431279,0.08643149546773765,-0.9540857755700646,-0.9323835675531198,-0.9246094095583293
5,NYL,0,2.0,1,1,0,0,0.47058823529411764,0.0,0.5769230769230769,0.4702855854514718,0.6884297538966757,0.2692657444625724,0.28551411519227093,0.4041303533015637,0.2115943868242296,0.16523522129088541,0.506049727980568,-0.3839013682490103,0.4247950725692865,0.7244865698300201,-0.004968696928774111
6,NYL,0,3.0,1,0,0,0,0.5294117647058824,1.0,0.6111111111111112,-1.0549700717868427,-0.8634813685730873,-0.8947096563726764,-1.073917590885125,-0.8724648990565652,-1.0892364722949612,-0.7241088135572376,-0.5271123773266835,-0.84191548535519,-0.565647823790989,-0.24396139828226723,-0.9913861996233461
7,NYL,0,5.0,0,0,0,0,0.5294117647058824,1.0,0.5576923076923077,-1.9706524508906211,-1.7534559184516019,-1.6717447325745247,-2.297865823853772,-2.2881769674313333,-1.9742645261570755,-1.7613987395919064,-1.6650226554884329,-1.7418724108168375,-1.4574751323131225,-1.3906688732934827,-1.5244548644373455
8,NYL,0,4.0,1,0,0,0,0.3235294117647059,0.0,0.46511627906976744,-1.4047776693114908,-1.521003996505912,-1.0803688950484274,-1.2906797121256544,-1.4082275540313205,-1.069645449308713,-2.152805844807332,-2.165799056015844,-2.0482342419148125,-1.917978541938691,-1.9120021207638376,-1.8923871146097506
9,NYL,0,3.0,1,1,0,0,0.47058823529411764,1.0,0.4666666666666667,0.1719335891019963,-0.13660131320446803,0.3934512267456624,-0.6601923339306112,-0.8139245288710141,-0.3512819229908649,-0.47717435309315376,-0.5304440632131361,-0.28829274389241655,-2.0765794797723256,-2.077363415051859,-1.9377276718611667
10,NYL,0,7.0,0,0,0,0,0.5588235294117647,1.0,0.502904989747095,0.08021269917221427,0.16416465821611884,0.04832231725162352,-0.2745489962846696,-0.4378925046558709,0.05445976906013304,-0.989419015506225,-1.1219670658596008,-0.6349720849312318,-0.5177721345718946,-0.6399667057547735,-0.28130794390218805
11,NYL,0,,0,0,0,0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ORL,0,3.0,1,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ORL,0,5.0,0,0,0,0,0.5,1.0,0.5,-0.2095125068702769,-0.4331453245795879,0.2678065098828144,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,ORL,0,5.0,0,0,0,0,0.40625,0.0,0.0,1.5853678221393521,1.2088129135035373,1.8756229644572544,0.821302000791874,0.6470173185557687,1.043775244146747,1.1639145162591549,1.1897407115965943,1.4033866357438056,0.0,0.0,0.0
1,PHO,1,4.0,1,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,PHO,1,5.0,0,0,0,0,0.625,1.0,0.0,-0.9881212624673885,-1.051833977518794,-0.8247682543198684,1.7577440206841235,1.628681025669334,1.056269006701186,0.0,0.0,0.0,0.0,0.0,0.0
3,PHO,1,7.0,0,0,0,0,0.40625,0.0,0.40625,-1.4038070050122589,-1.3926853865528859,-1.1594731372581029,-1.113080971140801,-1.030988671497036,-1.0617412868762306,-1.2097759265340318,-1.1925403099537442,-1.1015304912262605,0.0,0.0,0.0
4,PHO,1,7.0,0,0,0,0,0.34375,0.0,0.0,-2.3682842979561562,-2.5323011972512517,-1.7474137952414903,-2.0571191314980313,-2.1876497513442845,-1.7334571585401757,-1.3947337934812314,-1.4861582647989555,-1.155771968048941,-0.34093510018227696,-0.4024702930432204,-0.2015751707169875
5,PHO,1,5.0,0,0,0,0,0.23529411764705882,0.0,0.0,-0.7343100020903847,-0.9897726346317649,-0.21605074917835998,-0.6021968312757171,-0.8627998805663541,-0.06402133918206052,-1.1420349045989728,-1.423424303759512,-0.5159495472975503,-1.0297652171664302,-1.2744787126877954,-0.5677868543677806
6,PHO,1,5.0,0,0,0,0,0.5,0.0,0.5,0.7695190962686659,0.7971332617976989,0.4635491546997098,-0.013518343326004875,-0.15827931126313322,-0.0229520553094273,-0.6345019423959946,-0.698440335841958,-0.5787480694384665,-1.5189622294060177,-1.5937903064820944,-1.2283005405458607
7,PHO,1,5.0,0,0,0,0,0.47058823529411764,0.0,0.0,-0.6426297671913191,-0.5569996619384225,-0.6536527047982919,-0.6212796240630122,-0.45769127956048283,-0.820125344604995,-0.9489218377309374,-0.8781991107372302,-1.0265363932753673,-0.47175254153237334,-0.3608907549680343,-0.6729235193533709
8,PHO,1,1.0,1,1,1,1,0.5294117647058824,0.0,0.5294117647058824,2.023260214216396,2.487876528839971,0.8427449995117897,1.080121582546983,1.3990412114215653,0.47568953191465296,0.8214488043867966,1.0419121963195068,0.36486519511929894,-0.21509427348244708,-0.22616009583023347,-0.2512428904673163
9,PHO,1,6.0,0,0,0,0,0.6764705882352942,1.0,0.0,-0.8631673593293631,-0.3315679172096598,-1.0962078198391667,0.38021693556420344,1.0997422934402723,-0.43320056471462276,-0.120683456588257,0.11201849684125371,-0.4524460111656669,0.5241371329689543,0.7911473008636317,0.060899312345423826
10,PHO,1,1.0,1,1,1,1,0.47058823529411764,0.0,0.47058823529411764,1.3933574722035529,1.967967400487604,0.023375749666455916,0.9837832119106839,1.3851342263176065,0.27017114713520574,1.3192873288918634,1.7127050035429796,0.5553417902083203,0.9354335305675854,1.1734134370102645,0.5032397347865277
11,PHO,1,,0,0,0,0,0.6764705882352942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,POR,1,7.0,0,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,POR,1,7.0,0,0,0,0,0.3125,0.0,0.3125,0.12254394489554338,0.01650363980097471,0.08157319655672908,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,POR,1,5.0,0,0,0,0,0.34375,0.0,0.328125,0.2665829693963596,0.2784779029766395,0.2001223838615,-0.11790444747735412,-0.3338913421149788,0.25456917105818977,-1.2097759265340318,-1.1925403099537442,-1.1015304912262605,0.0,0.0,0.0
1,SAC,1,3.0,1,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SAC,1,2.0,1,1,0,0,0.65625,1.0,0.65625,1.8245672603001442,1.8463213264098433,2.0244061543157366,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,SAC,1,6.0,0,0,0,0,0.625,1.0,0.7,0.7162744981842285,0.7758973199873607,0.7768591284915386,1.5427303833894381,1.420291237012054,1.7718013816037574,-1.2097759265340318,-1.1925403099537442,-1.1015304912262605,0.0,0.0,0.0
4,SAC,1,3.0,1,1,0,0,0.4375,0.0,0.5384615384615384,1.007041119814931,0.8273934669277958,1.1286042189088916,1.0048585433362038,0.9197221928241953,1.1889977852695026,1.9058842035375407,1.8153382485778824,2.0731193419706395,-0.9540857755700646,-0.9323835675531198,-0.9246094095583293
5,SAC,1,4.0,1,1,0,0,0.5588235294117647,1.0,0.75,0.38993428951125625,0.26111841344025294,0.6420169050518476,0.2321020242299793,0.07940889671902893,0.5361776015742844,1.0247579664070552,0.8818532748107591,1.2475838745705583,1.9346122373928796,1.9003987709933525,1.9152759302653228
6,SAC,1,1.0,1,1,1,1,0.5294117647058824,1.0,0.6,-0.7514425339925769,-1.1801880843677663,-0.09683705339715275,-0.7931243732844564,-1.1751793378271915,-0.2787452202161464,-0.7217196340637623,-1.1121150217166953,-0.22517085555469438,-0.31010356337748335,-0.5790003342875616,0.08410503953054202
7,SAC,1,2.0,1,1,1,0,0.7352941176470589,1.0,0.6547619047619048,1.83746559007031,1.7380002471416975,1.857386475098147,1.4935781295415416,1.504855321310106,1.5879547779099534,0.34654515853994816,0.31888925905124355,0.5082038121493062,0.13825169675781135,-0.018636779270809353,0.4676587018522623
8,SAC,1,3.0,1,0,0,0,0.6176470588235294,1.0,0.0,0.5148859262844736,0.31652307400733865,0.8635648862051469,0.7571624730243842,0.6659691911033676,0.9371050562570944,0.5198412265879988,0.45763799762744084,0.7297591704400521,-0.05515442011798334,-0.10554426621798213,0.1434462398698977
9,SAC,1,4.0,1,0,0,0,0.5588235294117647,1.0,0.5588235294117647,-0.7966321795362549,-1.508063319529782,0.2893134611397972,-0.0320306466097703,-0.34651859801284635,0.5793345824050335,0.16894241639241314,0.017973060137319967,0.48186400945111707,0.34048288733967796,0.22699184784244397,0.6280220184031721
10,SAC,1,6.0,0,0,0,0,0.5294117647058824,1.0,0.5940927218344965,-0.9850786361809755,-0.9481561504082602,-0.7849457974671248,-0.46686999354748426,-0.5647456346605806,-0.27244302613916666,-0.3661783674588834,-0.4511681044351805,-0.16694984057263132,0.21858561001246893,0.19349909067506782,0.2663801985680934
4,SAS,1,6.0,0,0,0,0,0.0,0.0,0.6666666666666666,0.20734878932091577,0.177965843155557,0.036750668901260886,0.7077441661027191,0.6466593360163133,0.6553080120516898,0.6788985800795343,0.5633774200821563,0.7213529060937712,-0.9540857755700646,-0.9323835675531198,-0.9246094095583293
5,SAS,1,7.0,0,0,0,0,0.35294117647058826,0.0,0.5,-0.15349022667864148,-0.06018349800519902,-0.33475119446763485,-1.1856692414734735,-1.1153105792892783,-1.1153393665793991,-0.748740713966793,-0.7565523834199918,-0.6245474243245858,-0.23662695064662834,-0.3275140285964585,-0.06853176561340195
6,SAS,1,7.0,0,0,0,0,0.2647058823529412,0.0,0.5076923076923077,-0.9556128888635794,-0.4260484108968205,-1.6122151265403322,-0.2938795782663862,0.12014195717891492,-0.8896662217963714,-1.0564751342134127,-0.9325691308326157,-1.0839814597059259,-0.29670952606886203,-0.10007136224684864,-0.5466977904551215
7,SAS,1,6.0,0,0,0,0,0.20588235294117646,0.0,0.4451219512195122,0.13107036639615266,0.8383171203047352,-0.8034850931808056,-1.0235960337670404,-0.6803889749172294,-1.4750116286616477,-0.11774868339834367,0.2500860121977031,-0.779670916086362,-1.3269030603221328,-1.12573428884298,-1.5875323775219514
8,SAS,1,2.0,1,1,0,0,0.38235294117647056,0.0,0.43434343434343436,0.9216781759851461,0.7630251500656342,1.047209800146072,0.5814305358166626,0.6763813483154915,0.2900113142013844,0.4769471009845053,0.5955366243846779,0.12996008836744635,0.9501639417495601,1.122924455014145,0.5063634603057114
9,SAS,1,1.0,1,1,1,0,0.5882352941176471,1.0,0.45689655172413796,0.6894553531296568,1.2466967401623634,-0.027860021460698027,0.7125867377355969,0.7837575479752228,0.5138336975590554,0.031828679653968024,0.07729214853954279,-0.11733583372640108,0.2930501794734805,0.39552992340767684,0.04346108735260908
10,SAS,1,4.0,1,0,0,0,0.7058823529411765,1.0,0.48872180451127817,1.00186219602702,1.2328756309479172,0.7521858752475059,1.6860334145279257,1.9200109058764592,1.3899567315896182,1.820492748478532,1.9490521889379542,1.5264038058418097,0.7588333557264358,0.8960821834876054,0.5421706507885081
11,SAS,1,,0,0,0,0,0.4411764705882353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SEA,1,8.0,0,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,0.27253129738083837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SEA,1,8.0,0,0,0,0,0.1875,0.0,0.1875,-0.4459530655132543,-0.47027121264864374,-0.6525203065890052,2.232417442732655,2.4363002078722937,1.1016679519640993,0.0,0.0,0.0,0.0,0.0,0.0
3,SEA,1,4.0,1,0,0,0,0.3125,0.0,0.25,-0.39553348211098743,-0.41739296263553505,-0.28864317981267307,-0.5534825822373692,-0.4517488707345282,-0.8424448911172984,0.2309942810666584,-0.021039772392273656,0.6198006187960161,0.0,0.0,0.0
4,SEA,1,5.0,0,0,0,0,0.53125,1.0,0.46875,0.324779328046163,0.13210891290766877,0.725144296074594,0.01435240289737815,-0.1331452845858615,0.24062889719660863,-0.3567955483458433,-0.4530303403233192,-0.2996266231390817,0.3928046184476581,0.4896416729508757,0.3067477752704753
5,SEA,1,2.0,1,1,1,1,0.5294117647058824,0.0,0.4846153846153846,1.3557128033525645,1.319272643034015,1.1953571942308014,1.702674273111412,1.6797821743512051,1.502937119664498,1.8851867338367192,1.7364597142818603,1.7642936293016136,0.3631252960883888,0.376038357307403,0.12328286243290787
6,SEA,1,2.0,1,0,0,0,0.5882352941176471,1.0,0.5060975609756098,-1.246944118824199,-1.17269670035337,-1.0085021685313016,-0.6013677763447729,-0.453518411342149,-0.542946863889221,-0.3821332889273093,-0.31514365205845857,-0.34994903759243995,-0.3887111485692152,-0.4582699421640124,-0.2419673178680066
7,SEA,1,4.0,1,0,0,0,0.5882352941176471,1.0,0.5202020202020202,0.8077028691394,0.9136850811939434,0.6455336807338057,0.9167070641033144,1.1211884927212556,0.7405566680673682,0.9921399842920179,1.123234488258851,0.9298178221144272,0.8139363400768723,0.8565779407957957,0.8373813882259166
8,SEA,1,4.0,1,0,0,0,0.5294117647058824,1.0,0.521551724137931,-0.03851436784670079,-0.0909997335198124,-0.04964346791139434,0.4295851200739762,0.4639520337518678,0.3131638145033087,0.3599580200104802,0.3870216394452638,0.34297158775135794,0.6196087299622624,0.6484668063295141,0.5727559749059127
9,SEA,1,2.0,1,0,0,0,0.5,1.0,0.39759036144578314,1.1088301000110259,1.0459505263875237,1.385602698094244,1.2452970965902421,1.162819334214328,1.4581467762416238,1.3111360764806392,1.316150443404689,1.4930589976954365,1.324615148672603,1.32717990690052,1.5391127040515633
10,SEA,1,2.0,1,0,0,0,0.6470588235294118,1.0,0.4700854700854701,0.4790910148315584,0.44075837604652063,0.33508015869027713,0.5013061805069605,0.45928660970451357,0.558115509878687,0.5280190277282567,0.41474418406594826,0.6496390562809327,0.3436179139302993,0.36091233458631683,0.3150126631200523
11,SEA,1,,0,0,0,0,0.5882352941176471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,TUL,1,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,UTA,1,5.0,0,0,0,0,0.0,0.0,0.0,3.7302902160682123,3.5684481495186007,3.8347632072041553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UTA,1,3.0,1,0,0,0,0.5625,0.0,0.5625,1.302131504261764,1.243024565727946,1.1204137193484585,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,UTA,1,3.0,1,1,0,0,0.59375,1.0,0.7368421052631579,0.03829447274354646,0.026455476166689477,-0.014204046135509196,0.5008338901791648,0.45396587222257145,0.4634913182055087,0.2991074230771284,0.5256915088754869,-0.18599496153741654,0.0,0.0,0.0
1,WAS,0,4.0,1,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,WAS,0,8.0,0,0,0,0,0.4375,1.0,0.0,-0.6987681588233047,-0.7575515640583479,-0.40803277258552934,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,WAS,0,3.0,1,1,0,0,0.3125,0.0,0.0,-0.9411129978379263,-1.4084754836233597,0.41943313607717,-1.0477499102580348,-1.4257308733435077,0.04500663253734734,-1.2097759265340318,-1.1925403099537442,-1.1015304912262605,0.0,0.0,0.0
4,WAS,0,7.0,0,0,0,0,0.53125,1.0,0.53125,-1.4262601175420915,-1.1043594706130977,-1.632336919827996,-1.2776319733823052,-1.244388037571644,-1.0846250468836682,-1.2326720050640358,-1.3037072801228198,-0.8781706615708518,1.2848023403314752,1.2871659422154413,1.2789450603726094
5,WAS,0,4.0,1,0,0,0,0.2647058823529412,0.0,0.0,1.0050774422045838,1.0864238451939072,0.4537335968989136,0.6040301799402067,0.7737417458430432,0.25379749024559356,-0.06345320068774891,-0.05553418289188097,0.10225319933967017,0.3689132357920828,0.312637892892051,0.5683705654127812
6,WAS,0,5.0,0,0,0,0,0.5,1.0,0.5616438356164384,-0.37475523214534684,-0.6655464181087182,-0.10243491763087136,-0.5369782615255132,-0.7059177383069885,-0.41477277031131005,-0.41805631263814697,-0.4366376538516305,-0.47551909379521823,0.007319384426331984,-0.01666919002703857,-0.09400680395014106
7,WAS,0,4.0,1,0,0,0,0.47058823529411764,0.0,0.5444444444444444,0.5777628223869224,0.8134961655396232,-0.03567782875766963,0.9807883288772381,1.1191488049692593,0.45246089032481634,0.7662238647063009,0.8803496643121562,0.3187881003728719,0.6941818787400212,0.7897763333507327,0.35723930086042904
8,WAS,0,5.0,0,0,0,0,0.5294117647058824,1.0,0.5420560747663551,0.5834168449391157,0.6568674663450149,0.16953318739998005,0.5076094237852069,0.5330875985410403,0.33075717345991124,0.7673112181048062,0.7581237045536712,0.6139226860704547,0.6720218971035049,0.6640966513076326,0.5143332045103463
9,WAS,0,6.0,0,0,0,0,0.47058823529411764,0.0,0.5333333333333333,0.11190245438602232,0.4859075741145933,-0.5141122488104888,0.4842606498122068,0.7724434300434159,-0.08075905328280601,0.8449570434745252,1.098299530945776,0.39360956986137985,0.42593479142599455,0.44920878409228804,0.32026300456636253
10,WAS,0,4.0,1,0,0,0,0.29411764705882354,0.0,0.0,-0.5027732241378489,-0.4483617569298171,-1.0967941365304874,0.001378796044044044,-0.07252291719114905,-0.4146107163789991,-0.6781479745813055,-0.7460086353414116,-0.8397988773839037,-0.8373459992984207,-0.9488836636209699,-0.7938549442296087
11,WAS,0,,0,0,0,0,0.47058823529411764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
